manufacturer,device,patchset,displayname,patchname,msb,lsb,programchange,poly,arp,categories,digitakt-bank,digitakt-sbnk,digitakt-programchange,skip
Quasimidi,The Raven,Factory presets 1996,D051,Gated_T,3,,50,,,Tuned Drums,,4,51,
Quasimidi,The Raven,Factory presets 1996,D052,Guiro_T,3,,51,,,Tuned Drums,,4,52,
Quasimidi,The Raven,Factory presets 1996,D053,GuiroT2,3,,52,,,Tuned Drums,,4,53,
Quasimidi,The Raven,Factory presets 1996,D054,LinnSn_T,3,,53,,,Tuned Drums,,4,54,
Quasimidi,The Raven,Factory presets 1996,D055,LinnTomT,3,,54,,,Tuned Drums,,4,55,
Quasimidi,The Raven,Factory presets 1996,D056,LongWh_T,3,,55,,,Tuned Drums,,4,56,
Quasimidi,The Raven,Factory presets 1996,D057,MaracasT,3,,56,,,Tuned Drums,,4,57,
Quasimidi,The Raven,Factory presets 1996,D058,MS20P_T,3,,57,,,Tuned Drums,,4,58,
Quasimidi,The Raven,Factory presets 1996,D059,OpenHH_T,3,,58,,,Tuned Drums,,4,59,
Quasimidi,The Raven,Factory presets 1996,D060,Reso_T,3,,59,,,Tuned Drums,,4,60,
Quasimidi,The Raven,Factory presets 1996,D061,Ride_T,3,,60,,,Tuned Drums,,4,61,
Quasimidi,The Raven,Factory presets 1996,D062,Scrtch1T,3,,61,,,Tuned Drums,,4,62,
Quasimidi,The Raven,Factory presets 1996,D063,Scrtch2T,3,,62,,,Tuned Drums,,4,63,
Quasimidi,The Raven,Factory presets 1996,D064,SinusKic,3,,63,,,Tuned Drums,,4,64,
Quasimidi,The Raven,Factory presets 1996,D065,Slap_T,3,,64,,,Tuned Drums,,4,65,
Quasimidi,The Raven,Factory presets 1996,D066,Snare_T,3,,65,,,Tuned Drums,,4,66,
Quasimidi,The Raven,Factory presets 1996,D067,Snare2T,3,,66,,,Tuned Drums,,4,67,
Quasimidi,The Raven,Factory presets 1996,D068,Stick_T,3,,67,,,Tuned Drums,,4,68,
Quasimidi,The Raven,Factory presets 1996,D069,Sticks_T,3,,68,,,Tuned Drums,,4,69,
Quasimidi,The Raven,Factory presets 1996,D070,SynTom1,3,,69,,,Tuned Drums,,4,70,
Quasimidi,The Raven,Factory presets 1996,D071,SynTom2,3,,70,,,Tuned Drums,,4,71,
Quasimidi,The Raven,Factory presets 1996,D072,SynTom3,3,,71,,,Tuned Drums,,4,72,
Quasimidi,The Raven,Factory presets 1996,D073,Trian_T,3,,72,,,Tuned Drums,,4,73,
Quasimidi,The Raven,Factory presets 1996,D074,Tamb_T,3,,73,,,Tuned Drums,,4,74,
Quasimidi,The Raven,Factory presets 1996,D075,TimbalT,3,,74,,,Tuned Drums,,4,75,
Quasimidi,The Raven,Factory presets 1996,D076,Tom_T,3,,75,,,Tuned Drums,,4,76,
Quasimidi,The Raven,Factory presets 1996,D077,TR606BsT,3,,76,,,Tuned Drums,,4,77,
Quasimidi,The Raven,Factory presets 1996,D078,TR606CyT,3,,77,,,Tuned Drums,,4,78,
Quasimidi,The Raven,Factory presets 1996,D079,TR606HHT,3,,78,,,Tuned Drums,,4,79,
Quasimidi,The Raven,Factory presets 1996,D080,TR606OHT,3,,79,,,Tuned Drums,,4,80,
Quasimidi,The Raven,Factory presets 1996,D081,TR606SnT,3,,80,,,Tuned Drums,,4,81,
Quasimidi,The Raven,Factory presets 1996,D082,TR606TmT,3,,81,,,Tuned Drums,,4,82,
Quasimidi,The Raven,Factory presets 1996,D083,TR808BsT,3,,82,,,Tuned Drums,,4,83,
Quasimidi,The Raven,Factory presets 1996,D084,TR808HHT,3,,83,,,Tuned Drums,,4,84,
Quasimidi,The Raven,Factory presets 1996,D085,TR808C_T,3,,84,,,Tuned Drums,,4,85,
Quasimidi,The Raven,Factory presets 1996,D086,TR808C1T,3,,85,,,Tuned Drums,,4,86,
Quasimidi,The Raven,Factory presets 1996,D087,TR808C2T,3,,86,,,Tuned Drums,,4,87,
Quasimidi,The Raven,Factory presets 1996,D088,TR808CwT,3,,87,,,Tuned Drums,,4,88,
Quasimidi,The Raven,Factory presets 1996,D089,TR808CrT,3,,88,,,Tuned Drums,,4,89,
Quasimidi,The Raven,Factory presets 1996,D090,TR808OHT,3,,89,,,Tuned Drums,,4,90,
Quasimidi,The Raven,Factory presets 1996,D091,TR808RmT,3,,90,,,Tuned Drums,,4,91,
Quasimidi,The Raven,Factory presets 1996,D092,TR808SnT,3,,91,,,Tuned Drums,,4,92,
Quasimidi,The Raven,Factory presets 1996,D093,TR808TmT,3,,92,,,Tuned Drums,,4,93,
Quasimidi,The Raven,Factory presets 1996,D094,TR909BsT,3,,93,,,Tuned Drums,,4,94,
Quasimidi,The Raven,Factory presets 1996,D095,TR909HHT,3,,94,,,Tuned Drums,,4,95,
Quasimidi,The Raven,Factory presets 1996,D096,TR909C_T,3,,95,,,Tuned Drums,,4,96,
Quasimidi,The Raven,Factory presets 1996,D097,TR909OHT,3,,96,,,Tuned Drums,,4,97,
Quasimidi,The Raven,Factory presets 1996,D098,TR909SnT,3,,97,,,Tuned Drums,,4,98,
Quasimidi,The Raven,Factory presets 1996,D099,TR909StT,3,,98,,,Tuned Drums,,4,99,
Quasimidi,The Raven,Factory presets 1996,D100,TR909TmT,3,,99,,,Tuned Drums,,4,100,
Quasimidi,The Raven,Factory presets 1996,D101,Vibra_T,3,,100,,,Tuned Drums,,4,101,
Quasimidi,The Raven,Factory presets 1996,D102,VocHit_T,3,,101,,,Tuned Drums,,4,102,
Quasimidi,The Raven,Factory presets 1996,D103,VocokikT,3,,102,,,Tuned Drums,,4,103,
Quasimidi,The Raven,Factory presets 1996,D104,VocopopT,3,,103,,,Tuned Drums,,4,104,
Quasimidi,The Raven,Factory presets 1996,D105,CocoZisT,3,,104,,,Tuned Drums,,4,105,
Quasimidi,The Raven,Factory presets 1996,D106,Yeti,3,,105,,,Tuned Drums,,4,106,
Quasimidi,The Raven,Factory presets 1996,D107,Zap_T,3,,106,,,Tuned Drums,,4,107,
Quasimidi,The Raven,Factory presets 1996,D108,ZappnGt,3,,107,,,Tuned Drums,,4,108,
Quasimidi,The Raven,Factory presets 1996,D109,Zilp_T,3,,108,,,Tuned Drums,,4,109,
Quasimidi,The Raven,Factory presets 1996,D110,Zip_T,3,,109,,,Tuned Drums,,4,110,
Quasimidi,The Raven,Factory presets 1996,D111,Zipup_T,3,,110,,,Tuned Drums,,4,111,
Quasimidi,The Raven,Factory presets 1996,D112,Standard,3,,111,,,Drumsets,,4,112,
Quasimidi,The Raven,Factory presets 1996,D113,TR808Set,3,,112,,,Drumsets,,4,113,
Quasimidi,The Raven,Factory presets 1996,D114,TR909Set,3,,113,,,Drumsets,,4,114,
Quasimidi,The Raven,Factory presets 1996,D115,Analog,3,,114,,,Drumsets,,4,115,
Quasimidi,The Raven,Factory presets 1996,D116,TR606Set,3,,115,,,Drumsets,,4,116,
Quasimidi,The Raven,Factory presets 1996,D117,CR78_Set,3,,116,,,Drumsets,,4,117,
Quasimidi,The Raven,Factory presets 1996,D118,Linn_set,3,,117,,,Drumsets,,4,118,
Quasimidi,The Raven,Factory presets 1996,D119,Rock_Set,3,,118,,,Drumsets,,4,119,
Quasimidi,The Raven,Factory presets 1996,D120,Modular1,3,,119,,,Drumsets,,4,120,
Quasimidi,The Raven,Factory presets 1996,D121,Modular2,3,,120,,,Drumsets,,4,121,
Quasimidi,The Raven,Factory presets 1996,D122,VntgeSet,3,,121,,,Drumsets,,4,122,
Quasimidi,The Raven,Factory presets 1996,D123,Dry_Set,3,,122,,,Drumsets,,4,123,
Quasimidi,The Raven,Factory presets 1996,D124,DanceSet,3,,123,,,Drumsets,,4,124,
Quasimidi,The Raven,Factory presets 1996,D125,Old_Box,3,,124,,,Drumsets,,4,125,
Quasimidi,The Raven,Factory presets 1996,D126,Kick_Snr,3,,125,,,Drumsets,,4,126,
Quasimidi,The Raven,Factory presets 1996,D127,NoisySFX,3,,126,,,Drumsets,,4,127,
Quasimidi,The Raven,Factory presets 1996,D128,NoSound,3,,127,,,,,4,128,
