manufacturer,device,patchset,displayname,patchname,msb,lsb,programchange,poly,arp,categories,digitakt-bank,digitakt-sbnk,digitakt-programchange,creator-short,creator,creator-proximity,original-patchname
Waldorf,Blofeld,Factory Presets 2012,E022,LA Woman,4,,21,,,Keys,5,,22,H2SCD,Hans Herooms & Something Completely Different (Boele Gerkes),3,LA Woman   H2SCD
Waldorf,Blofeld,Factory Presets 2012,E023,Minor Chords,4,,22,,,Seq,5,,23,,,,
Waldorf,Blofeld,Factory Presets 2012,E024,MoogSolo 2,4,,23,,,Mono,5,,24,,,,
Waldorf,Blofeld,Factory Presets 2012,E025,OhMyLord,4,,24,,,Keys,5,,25,DocT,Stefan Trippler,4,OhMyLord    DocT
Waldorf,Blofeld,Factory Presets 2012,E026,PPG Bells,4,,25,,,Poly,5,,26,WMF,Wolfram Franke,4,PPG Bells    WMF
Waldorf,Blofeld,Factory Presets 2012,E027,PPGesus,4,,26,,,Pad,5,,27,SCD,Something Completely Different (Boele Gerkes),6,PPGesus      SCD
Waldorf,Blofeld,Factory Presets 2012,E028,Quadratur,4,,27,,,Lead,5,,28,DocT,Stefan Trippler,3,Quadratur   DocT
Waldorf,Blofeld,Factory Presets 2012,E029,RingmodFart,4,,28,,,FX,5,,29,SCD,Something Completely Different (Boele Gerkes),2,RingmodFart  SCD
Waldorf,Blofeld,Factory Presets 2012,E030,Schnoerkelos,4,,29,,,Lead,5,,30,DocT,Stefan Trippler,0,SchnoerkelosDocT
Waldorf,Blofeld,Factory Presets 2012,E031,Schulze?,4,,30,,,Arp,5,,31,SCD,Something Completely Different (Boele Gerkes),5,Schulze?     SCD
Waldorf,Blofeld,Factory Presets 2012,E032,shArp,4,,31,,,Arp,5,,32,DocT,Stefan Trippler,7,shArp       DocT
Waldorf,Blofeld,Factory Presets 2012,E033,Space Echo,4,,32,,,Keys,5,,33,SCD,Something Completely Different (Boele Gerkes),3,Space Echo   SCD
Waldorf,Blofeld,Factory Presets 2012,E034,Synthline,4,,33,,,Pad,5,,34,JL,Juho Lepisto,5,Synthline     JL
Waldorf,Blofeld,Factory Presets 2012,E035,Taken!,4,,34,,,Arp,5,,35,SCD,Something Completely Different (Boele Gerkes),7,Taken!       SCD
Waldorf,Blofeld,Factory Presets 2012,E036,TouchyBugger,4,,35,,,Bass,5,,36,DocT,Stefan Trippler,0,TouchyBuggerDocT
Waldorf,Blofeld,Factory Presets 2012,E037,UpperWarp,4,,36,,,Arp,5,,37,SCD,Something Completely Different (Boele Gerkes),4,UpperWarp    SCD
Waldorf,Blofeld,Factory Presets 2012,E038,WhatYouSay?,4,,37,,,Poly,5,,38,SCD,Something Completely Different (Boele Gerkes),2,WhatYouSay?  SCD
Waldorf,Blofeld,Factory Presets 2012,E039,WT mess,4,,38,,,Poly,5,,39,SCD,Something Completely Different (Boele Gerkes),5,WT mess     SCD
Waldorf,Blofeld,Factory Presets 2012,E040,10VoicePS3100,4,,39,,,Poly,5,,40,SCD,Something Completely Different (Boele Gerkes),0,10VoicePS3100SCD
Waldorf,Blofeld,Factory Presets 2012,E041,ArcoStrings,4,,40,,,Pad,5,,41,TEK,"Till ""QWave"" Kopper",2,ArcoStrings  TEK
Waldorf,Blofeld,Factory Presets 2012,E042,Blocked,4,,41,,,Keys,5,,42,SCD,Something Completely Different (Boele Gerkes),6,Blocked      SCD
Waldorf,Blofeld,Factory Presets 2012,E043,Blolitzer,4,,42,,,Keys,5,,43,SCD,Something Completely Different (Boele Gerkes),4,Blolitzer    SCD
Waldorf,Blofeld,Factory Presets 2012,E044,BloodyFeld,4,,43,,,Keys,5,,44,SCD,Something Completely Different (Boele Gerkes),3,BloodyFeld   SCD
Waldorf,Blofeld,Factory Presets 2012,E045,BloSync,4,,44,,,Lead,5,,45,DocT,Stefan Trippler,5,BloSync     DocT
Waldorf,Blofeld,Factory Presets 2012,E046,Blovachord,4,,45,,,Pad,5,,46,SCD,Something Completely Different (Boele Gerkes),3,Blovachord   SCD
Waldorf,Blofeld,Factory Presets 2012,E047,Boele Keys,4,,46,,,Keys,5,,47,SCD,Something Completely Different (Boele Gerkes),3,Boele Keys   SCD
Waldorf,Blofeld,Factory Presets 2012,E048,Bonker Bass,4,,47,,,Bass,5,,48,ST,Unknown (ST),3,Bonker Bass   ST
Waldorf,Blofeld,Factory Presets 2012,E049,Camel Saw,4,,48,,,FX,5,,49,DocT,Stefan Trippler,3,Camel Saw   DocT
Waldorf,Blofeld,Factory Presets 2012,E050,Cream S+H,4,,49,,,FX,5,,50,SCD,Something Completely Different (Boele Gerkes),4,Cream S+H    SCD
Waldorf,Blofeld,Factory Presets 2012,E051,CS4O RingMod,4,,50,,,Mono,5,,51,,,,
Waldorf,Blofeld,Factory Presets 2012,E052,DalaiDelayMa,4,,51,,,Arp,5,,52,SCD,Something Completely Different (Boele Gerkes),1,DalaiDelayMa SCD
Waldorf,Blofeld,Factory Presets 2012,E053,Dirty Organ,4,,52,,,Keys,5,,53,SCD,Something Completely Different (Boele Gerkes),2,Dirty Organ  SCD
Waldorf,Blofeld,Factory Presets 2012,E054,Dr.Blo,4,,53,,,Arp,5,,54,DocT,Stefan Trippler,6,Dr.Blo      DocT
Waldorf,Blofeld,Factory Presets 2012,E055,Driven,4,,54,,,Bass,5,,55,DocT,Stefan Trippler,6,Driven      DocT
Waldorf,Blofeld,Factory Presets 2012,E056,Euro Clubber,4,,55,,,Lead,5,,56,ST,Unknown (ST),2,Euro Clubber  ST
Waldorf,Blofeld,Factory Presets 2012,E057,Flangelized,4,,56,,,Keys,5,,57,SCD,Something Completely Different (Boele Gerkes),2,Flangelized  SCD
Waldorf,Blofeld,Factory Presets 2012,E058,Funky Bass,4,,57,,,Bass,5,,58,JL,Juho Lepisto,4,Funky Bass    JL
Waldorf,Blofeld,Factory Presets 2012,E059,Goldfinger Pad,4,,58,,,Pad,5,,59,T,Tsching (Holger Steinbrink),1,Goldfinger Pad T
Waldorf,Blofeld,Factory Presets 2012,E060,HardSaw,4,,59,,,Lead,5,,60,ST,Unknown (ST),7,HardSaw       ST
Waldorf,Blofeld,Factory Presets 2012,E061,Heimweh,4,,60,,,Atmo,5,,61,DocT,Stefan Trippler,5,Heimweh     DocT
Waldorf,Blofeld,Factory Presets 2012,E062,Honey House,4,,61,,,Bass,5,,62,,,,
Waldorf,Blofeld,Factory Presets 2012,E063,Horny Bass,4,,62,,,Bass,5,,63,ST,Unknown (ST),4,Horny Bass    ST
Waldorf,Blofeld,Factory Presets 2012,E064,HP PPG,4,,63,,,Pad,5,,64,SCD,Something Completely Different (Boele Gerkes),7,HP PPG       SCD
Waldorf,Blofeld,Factory Presets 2012,E065,Hyper,4,,64,,,Lead,5,,65,DocT,Stefan Trippler,7,Hyper       DocT
Waldorf,Blofeld,Factory Presets 2012,E066,I'm Evil,4,,65,,,Bass,5,,66,WMF,Wolfram Franke,5,I'm Evil     WMF
Waldorf,Blofeld,Factory Presets 2012,E067,Infinitesima,4,,66,,,Atmo,5,,67,DocT,Stefan Trippler,0,InfinitesimaDocT
Waldorf,Blofeld,Factory Presets 2012,E068,Jankorgel,4,,67,,,Mono,5,,68,SCD,Something Completely Different (Boele Gerkes),4,Jankorgel    SCD
Waldorf,Blofeld,Factory Presets 2012,E069,Leading,4,,68,,,Mono,5,,69,SCD,Something Completely Different (Boele Gerkes),6,Leading      SCD
Waldorf,Blofeld,Factory Presets 2012,E070,Maximum Zorin,4,,69,,,Atmo,5,,70,T,Tsching (Holger Steinbrink),2,Maximum Zorin  T
Waldorf,Blofeld,Factory Presets 2012,E071,MeetInTheSky,4,,70,,,Pad,5,,71,SCD,Something Completely Different (Boele Gerkes),1,MeetInTheSky SCD
Waldorf,Blofeld,Factory Presets 2012,E072,Meridian,4,,71,,,Keys,5,,72,DocT,Stefan Trippler,4,Meridian    DocT
Waldorf,Blofeld,Factory Presets 2012,E073,Messing,4,,72,,,Poly,5,,73,DocT,Stefan Trippler,5,Messing     DocT
Waldorf,Blofeld,Factory Presets 2012,E074,Minimal Bass,4,,73,,,Bass,5,,74,JL,Juho Lepisto,1,Minimal Bass JL
Waldorf,Blofeld,Factory Presets 2012,E075,Morph Bass,4,,74,,,Bass,5,,75,ST,Unknown (ST),4,Morph Bass    ST
Waldorf,Blofeld,Factory Presets 2012,E076,Moving,4,,75,,,Pad,5,,76,SCD,Something Completely Different (Boele Gerkes),7,Moving       SCD
Waldorf,Blofeld,Factory Presets 2012,E077,NearlyInTune,4,,76,,,Atmo,5,,77,SCD,Something Completely Different (Boele Gerkes),1,NearlyInTune SCD
Waldorf,Blofeld,Factory Presets 2012,E078,Neocrest,4,,77,,,Pad,5,,78,ST,Unknown (ST),6,Neocrest      ST
Waldorf,Blofeld,Factory Presets 2012,E079,Octopussy Pad,4,,78,,,Pad,5,,79,T,Tsching (Holger Steinbrink),2,Octopussy Pad  T
Waldorf,Blofeld,Factory Presets 2012,E080,Organella,4,,79,,,Keys,5,,80,,,,
Waldorf,Blofeld,Factory Presets 2012,E081,Partyhupe,4,,80,,,Lead,5,,81,ST,Unknown (ST),5,Partyhupe     ST
Waldorf,Blofeld,Factory Presets 2012,E082,Pastry,4,,81,,,Atmo,5,,82,DocT,Stefan Trippler,6,Pastry      DocT
Waldorf,Blofeld,Factory Presets 2012,E083,Persecutor,4,,82,,,Bass,5,,83,DocT,Stefan Trippler,2,Persecutor  DocT
Waldorf,Blofeld,Factory Presets 2012,E084,Phalanx,4,,83,,,Pad,5,,84,ST,Unknown (ST),7,Phalanx       ST
Waldorf,Blofeld,Factory Presets 2012,E085,Pick It Up!,4,,84,,,Poly,5,,85,SCD,Something Completely Different (Boele Gerkes),2,Pick It Up!  SCD
Waldorf,Blofeld,Factory Presets 2012,E086,Pienzchen,4,,85,,,Poly,5,,86,DocT,Stefan Trippler,3,Pienzchen   DocT
Waldorf,Blofeld,Factory Presets 2012,E087,Pigs X-Mod,4,,86,,,Poly,5,,87,TEK,"Till ""QWave"" Kopper",3,Pigs X-Mod   TEK
Waldorf,Blofeld,Factory Presets 2012,E088,PlainBass,4,,87,,,Bass,5,,88,DocT,Stefan Trippler,3,PlainBass   DocT
Waldorf,Blofeld,Factory Presets 2012,E089,PolterBlofeld,4,,88,,,FX,5,,89,SCD,Something Completely Different (Boele Gerkes),0,PolterBlofeldSCD
Waldorf,Blofeld,Factory Presets 2012,E090,Poly Lead,4,,89,,,Lead,5,,90,SCD,Something Completely Different (Boele Gerkes),4,Poly Lead    SCD
Waldorf,Blofeld,Factory Presets 2012,E091,PPG Piano,4,,90,,,Keys,5,,91,SCD,Something Completely Different (Boele Gerkes),4,PPG Piano    SCD
Waldorf,Blofeld,Factory Presets 2012,E092,PPG T40 like,4,,91,,,Bass,5,,92,TEK,"Till ""QWave"" Kopper",1,PPG T40 like TEK
Waldorf,Blofeld,Factory Presets 2012,E093,PredictaBass,4,,92,,,Bass,5,,93,WMF,Wolfram Franke,1,PredictaBass WMF
Waldorf,Blofeld,Factory Presets 2012,E094,Pressure,4,,93,,,Keys,5,,94,DocT,Stefan Trippler,4,Pressure    DocT
Waldorf,Blofeld,Factory Presets 2012,E095,Principia,4,,94,,,FX,5,,95,DocT,Stefan Trippler,3,Principia   DocT
Waldorf,Blofeld,Factory Presets 2012,E096,Pure,4,,95,,,Poly,5,,96,DocT,Stefan Trippler,8,Pure        DocT
Waldorf,Blofeld,Factory Presets 2012,E097,Reset,4,,96,,,Lead,5,,97,DocT,Stefan Trippler,7,Reset       DocT
Waldorf,Blofeld,Factory Presets 2012,E098,Ricochet2008,4,,97,,,Arp,5,,98,SCD,Something Completely Different (Boele Gerkes),1,Ricochet2008 SCD
Waldorf,Blofeld,Factory Presets 2012,E099,RingThemBells,4,,98,,,FX,5,,99,SCD,Something Completely Different (Boele Gerkes),0,RingThemBellsSCD
Waldorf,Blofeld,Factory Presets 2012,E100,Robotic,4,,99,,,Pad,5,,100,JL,Juho Lepisto,7,Robotic       JL
Waldorf,Blofeld,Factory Presets 2012,E101,Saw Orgy,4,,100,,,Pad,5,,101,SCD,Something Completely Different (Boele Gerkes),5,Saw Orgy     SCD
Waldorf,Blofeld,Factory Presets 2012,E102,Seq 1,4,,101,,,Arp,5,,102,SCD,Something Completely Different (Boele Gerkes),8,Seq 1        SCD
Waldorf,Blofeld,Factory Presets 2012,E103,Seven Ties,4,,102,,,Keys,5,,103,SCD,Something Completely Different (Boele Gerkes),3,Seven Ties   SCD
Waldorf,Blofeld,Factory Presets 2012,E104,S&Hatmo,4,,103,,,Atmo,5,,104,,,,
Waldorf,Blofeld,Factory Presets 2012,E105,Sobstuff,4,,104,,,Atmo,5,,105,DocT,Stefan Trippler,4,Sobstuff    DocT
Waldorf,Blofeld,Factory Presets 2012,E106,Soft Brass 2,4,,105,,,Poly,5,,106,DocT,Stefan Trippler,0,Soft Brass 2DocT
Waldorf,Blofeld,Factory Presets 2012,E107,SpatialDrive1,4,,106,,,Arp,5,,107,SCD,Something Completely Different (Boele Gerkes),0,SpatialDrive1SCD
Waldorf,Blofeld,Factory Presets 2012,E108,SpatialDrive2,4,,107,,,Arp,5,,108,SCD,Something Completely Different (Boele Gerkes),0,SpatialDrive2SCD
Waldorf,Blofeld,Factory Presets 2012,E109,Stenzelized,4,,108,,,Poly,5,,109,SCD,Something Completely Different (Boele Gerkes),2,Stenzelized  SCD
Waldorf,Blofeld,Factory Presets 2012,E110,Stop Bass,4,,109,,,Arp,5,,110,SCD,Something Completely Different (Boele Gerkes),4,Stop Bass    SCD
Waldorf,Blofeld,Factory Presets 2012,E111,SunOfTheDogs,4,,110,,,Atmo,5,,111,WMF,Wolfram Franke,1,SunOfTheDogs WMF
Waldorf,Blofeld,Factory Presets 2012,E112,Supersaw,4,,111,,,Lead,5,,112,ST,Unknown (ST),6,Supersaw      ST
Waldorf,Blofeld,Factory Presets 2012,E113,Tabloid,4,,112,,,Pad,5,,113,DocT,Stefan Trippler,5,Tabloid     DocT
Waldorf,Blofeld,Factory Presets 2012,E114,Telenovela,4,,113,,,Poly,5,,114,DocT,Stefan Trippler,2,Telenovela  DocT
Waldorf,Blofeld,Factory Presets 2012,E115,Thrill Arp,4,,114,,,Arp,5,,115,SCD,Something Completely Different (Boele Gerkes),3,Thrill Arp   SCD
Waldorf,Blofeld,Factory Presets 2012,E116,Utmost,4,,115,,,Lead,5,,116,DocT,Stefan Trippler,6,Utmost      DocT
Waldorf,Blofeld,Factory Presets 2012,E117,Variator,4,,116,,,Arp,5,,117,DocT,Stefan Trippler,4,Variator    DocT
Waldorf,Blofeld,Factory Presets 2012,E118,Wave Mayhem,4,,117,,,Atmo,5,,118,DocT,Stefan Trippler,1,Wave Mayhem DocT
Waldorf,Blofeld,Factory Presets 2012,E119,WavEpiano,4,,118,,,Keys,5,,119,SCD,Something Completely Different (Boele Gerkes),4,WavEpiano    SCD
Waldorf,Blofeld,Factory Presets 2012,E120,West Wave,4,,119,,,Arp,5,,120,H2SCD,Hans Herooms & Something Completely Different (Boele Gerkes),2,West Wave  H2SCD
Waldorf,Blofeld,Factory Presets 2012,E121,AfterConcert,4,,120,,,FX,5,,121,SCD,Something Completely Different (Boele Gerkes),1,AfterConcert SCD
Waldorf,Blofeld,Factory Presets 2012,E122,AnalogBass,4,,121,,,Bass,5,,122,SCD,Something Completely Different (Boele Gerkes),3,AnalogBass   SCD
Waldorf,Blofeld,Factory Presets 2012,E123,Barbarie Brass,4,,122,,,Poly,5,,123,ST,Unknown (ST),0,Barbarie BrassST
Waldorf,Blofeld,Factory Presets 2012,E124,Basster Keaton,4,,123,,,Bass,5,,124,,,,
Waldorf,Blofeld,Factory Presets 2012,E125,Bend Me,4,,124,,,FX,5,,125,DocT,Stefan Trippler,5,Bend Me     DocT
Waldorf,Blofeld,Factory Presets 2012,E126,Bioshock,4,,125,,,Pad,5,,126,JL,Juho Lepisto,6,Bioshock      JL
Waldorf,Blofeld,Factory Presets 2012,E127,Blubber,4,,126,,,FX,5,,127,TEK,"Till ""QWave"" Kopper",6,Blubber      TEK
Waldorf,Blofeld,Factory Presets 2012,E128,Diving Echos,4,,127,,,FX,5,,128,TEK,"Till ""QWave"" Kopper",1,Diving Echos TEK
Waldorf,Blofeld,Factory Presets 2012,F001,Flups Bass,5,,0,,,Bass,6,,1,ST,Unknown (ST),4,Flups Bass    ST
Waldorf,Blofeld,Factory Presets 2012,F002,Goonraker,5,,1,,,Arp,6,,2,DocT,Stefan Trippler,3,Goonraker   DocT
Waldorf,Blofeld,Factory Presets 2012,F003,microQ Plus,5,,2,,,Poly,6,,3,,,,
Waldorf,Blofeld,Factory Presets 2012,F004,MiniMoogThnd,5,,3,,,FX,6,,4,TEK,"Till ""QWave"" Kopper",1,MiniMoogThnd TEK
Waldorf,Blofeld,Factory Presets 2012,F005,Octa Bass,5,,4,,,Bass,6,,5,ST,Unknown (ST),5,Octa Bass     ST
Waldorf,Blofeld,Factory Presets 2012,F006,Porno Bass,5,,5,,,Bass,6,,6,ST,Unknown (ST),4,Porno Bass    ST
Waldorf,Blofeld,Factory Presets 2012,F007,ReSolotion,5,,6,,,Mono,6,,7,WMF,Wolfram Franke,3,ReSolotion   WMF
Waldorf,Blofeld,Factory Presets 2012,F008,Roadies Keyb,5,,7,,,Keys,6,,8,TEK,"Till ""QWave"" Kopper",1,Roadies Keyb TEK
Waldorf,Blofeld,Factory Presets 2012,F009,Spynett,5,,8,,,Keys,6,,9,DocT,Stefan Trippler,5,Spynett     DocT
Waldorf,Blofeld,Factory Presets 2012,F010,Tines,5,,9,,,Poly,6,,10,DocT,Stefan Trippler,7,Tines       DocT
Waldorf,Blofeld,Factory Presets 2012,F011,Velo Drive,5,,10,,,Arp,6,,11,SCD,Something Completely Different (Boele Gerkes),3,Velo Drive   SCD
Waldorf,Blofeld,Factory Presets 2012,F012,Vangelibells,5,,11,,,Atmo,6,,12,SCD,Something Completely Different (Boele Gerkes),1,Vangelibells SCD
Waldorf,Blofeld,Factory Presets 2012,F013,Bellflutes,5,,12,,,Keys,6,,13,,,,
Waldorf,Blofeld,Factory Presets 2012,F014,Bellissimo,5,,13,,,Keys,6,,14,,,,
Waldorf,Blofeld,Factory Presets 2012,F015,Bells'E.Piano,5,,14,,,Keys,6,,15,RZ,Unknown (RZ),1,Bells'E.Piano RZ
Waldorf,Blofeld,Factory Presets 2012,F016,Cheap Organ,5,,15,,,Keys,6,,16,,,,
Waldorf,Blofeld,Factory Presets 2012,F017,Chorgany,5,,16,,,Keys,6,,17,SK,Unknown (SK),6,Chorgany      SK
Waldorf,Blofeld,Factory Presets 2012,F018,Combuder Orgs,5,,17,,,Keys,6,,18,SK,Unknown (SK),1,Combuder Orgs SK
Waldorf,Blofeld,Factory Presets 2012,F019,Crunge Organ,5,,18,,,Keys,6,,19,SK,Unknown (SK),2,Crunge Organ  SK
Waldorf,Blofeld,Factory Presets 2012,F020,DeepHouse,5,,19,,,Keys,6,,20,SK,Unknown (SK),5,DeepHouse     SK
Waldorf,Blofeld,Factory Presets 2012,F021,Dirty Organ1,5,,20,,,Keys,6,,21,WMF,Wolfram Franke,1,Dirty Organ1 WMF
Waldorf,Blofeld,Factory Presets 2012,F022,Driven Keys,5,,21,,,Keys,6,,22,,,,
Waldorf,Blofeld,Factory Presets 2012,F023,Dull Bells,5,,22,,,Keys,6,,23,,,,
Waldorf,Blofeld,Factory Presets 2012,F024,DX-ClassiQ,5,,23,,,Keys,6,,24,HS,Howard Scarr,4,DX-ClassiQ    HS
Waldorf,Blofeld,Factory Presets 2012,F025,DX-Pipe,5,,24,,,Keys,6,,25,HS,Howard Scarr,7,DX-Pipe       HS
Waldorf,Blofeld,Factory Presets 2012,F026,Easy Piano,5,,25,,,Keys,6,,26,HS,Howard Scarr,4,Easy Piano    HS
Waldorf,Blofeld,Factory Presets 2012,F027,ElectricOrgan,5,,26,,,Keys,6,,27,,,,
Waldorf,Blofeld,Factory Presets 2012,F028,ElectricPiano,5,,27,,,Keys,6,,28,,,,
Waldorf,Blofeld,Factory Presets 2012,F029,Fat Sine Keys,5,,28,,,Keys,6,,29,,,,
Waldorf,Blofeld,Factory Presets 2012,F030,FM KeysMelody,5,,29,,,Keys,6,,30,,,,
Waldorf,Blofeld,Factory Presets 2012,F031,FM Roads,5,,30,,,Keys,6,,31,,,,
Waldorf,Blofeld,Factory Presets 2012,F032,Full Organ,5,,31,,,Keys,6,,32,HS,Howard Scarr,4,Full Organ    HS
Waldorf,Blofeld,Factory Presets 2012,F033,Glockenspiel,5,,32,,,Keys,6,,33,,,,
Waldorf,Blofeld,Factory Presets 2012,F034,GS-Piano,5,,33,,,Keys,6,,34,HS,Howard Scarr,6,GS-Piano      HS
Waldorf,Blofeld,Factory Presets 2012,F035,Harpsi,5,,34,,,Keys,6,,35,HS,Howard Scarr,8,Harpsi        HS
Waldorf,Blofeld,Factory Presets 2012,F036,Hippy Freuds,5,,35,,,Keys,6,,36,HS,Howard Scarr,2,Hippy Freuds  HS
Waldorf,Blofeld,Factory Presets 2012,F037,House,5,,36,,,Keys,6,,37,HM,Hubertus Maas,9,House         HM
Waldorf,Blofeld,Factory Presets 2012,F038,Jazz Creeper,5,,37,,,Keys,6,,38,HS,Howard Scarr,2,Jazz Creeper  HS
Waldorf,Blofeld,Factory Presets 2012,F039,LA-Pipe,5,,38,,,Lead,6,,39,HS,Howard Scarr,7,LA-Pipe       HS
Waldorf,Blofeld,Factory Presets 2012,F040,LoFi Organ,5,,39,,,Keys,6,,40,SK,Unknown (SK),4,LoFi Organ    SK
Waldorf,Blofeld,Factory Presets 2012,F041,Lounge Morph,5,,40,,,Keys,6,,41,HS,Howard Scarr,2,Lounge Morph  HS
Waldorf,Blofeld,Factory Presets 2012,F042,Lower Steam,5,,41,,,Keys,6,,42,HS,Howard Scarr,3,Lower Steam   HS
Waldorf,Blofeld,Factory Presets 2012,F043,Marimboid,5,,42,,,Keys,6,,43,HS,Howard Scarr,5,Marimboid     HS
Waldorf,Blofeld,Factory Presets 2012,F044,Modern House,5,,43,,,Keys,6,,44,SK,Unknown (SK),2,Modern House  SK
Waldorf,Blofeld,Factory Presets 2012,F045,Modern Keys,5,,44,,,Keys,6,,45,,,,
Waldorf,Blofeld,Factory Presets 2012,F046,Noise Toys,5,,45,,,Keys,6,,46,HS,Howard Scarr,4,Noise Toys    HS
Waldorf,Blofeld,Factory Presets 2012,F047,Ode to Joy,5,,46,,,Keys,6,,47,HS,Howard Scarr,4,Ode to Joy    HS
Waldorf,Blofeld,Factory Presets 2012,F048,Oil Well,5,,47,,,Keys,6,,48,,,,
Waldorf,Blofeld,Factory Presets 2012,F049,Organ #2,5,,48,,,Keys,6,,49,S,Stefan Stenzel,7,Organ #2       S
Waldorf,Blofeld,Factory Presets 2012,F050,Quad-Square,5,,49,,,Keys,6,,50,,,,
Waldorf,Blofeld,Factory Presets 2012,F051,Reso Organ,5,,50,,,Keys,6,,51,,,,
Waldorf,Blofeld,Factory Presets 2012,F052,ResOrgan,5,,51,,,Keys,6,,52,SK,Unknown (SK),6,ResOrgan      SK
Waldorf,Blofeld,Factory Presets 2012,F053,Rhodos Corso,5,,52,,,Keys,6,,53,WMF,Wolfram Franke,1,Rhodos Corso WMF
Waldorf,Blofeld,Factory Presets 2012,F054,RhodosFlango,5,,53,,,Keys,6,,54,WMF,Wolfram Franke,1,RhodosFlango WMF
Waldorf,Blofeld,Factory Presets 2012,F055,Rodesque,5,,54,,,Keys,6,,55,HS,Howard Scarr,6,Rodesque      HS
Waldorf,Blofeld,Factory Presets 2012,F056,Schwebend,5,,55,,,Keys,6,,56,jh,Joerg Huettner,5,Schwebend     jh
Waldorf,Blofeld,Factory Presets 2012,F057,Shed,5,,56,,,"Keys, Organ",6,,57,HM,Hubertus Maas,9,Shed          HM
Waldorf,Blofeld,Factory Presets 2012,F058,Sick FM,5,,57,,,Keys,6,,58,SK,Unknown (SK),7,Sick FM       SK
Waldorf,Blofeld,Factory Presets 2012,F059,SpaceChimes,5,,58,,,Keys,6,,59,SK,Unknown (SK),3,SpaceChimes   SK
Waldorf,Blofeld,Factory Presets 2012,F060,The Oily Way,5,,59,,,Keys,6,,60,HS,Howard Scarr,2,The Oily Way  HS
Waldorf,Blofeld,Factory Presets 2012,F061,Thin Organ,5,,60,,,Keys,6,,61,HS,Howard Scarr,4,Thin Organ    HS
Waldorf,Blofeld,Factory Presets 2012,F062,Troubadour,5,,61,,,Keys,6,,62,,,,
Waldorf,Blofeld,Factory Presets 2012,F063,Wartz Piano1,5,,62,,,Keys,6,,63,HM,Hubertus Maas,2,Wartz Piano1  HM
Waldorf,Blofeld,Factory Presets 2012,F064,Wooden E,5,,63,,,Keys,6,,64,WMF,Wolfram Franke,5,Wooden E     WMF
Waldorf,Blofeld,Factory Presets 2012,F065,Wurlitzer104b,5,,64,,,Keys,6,,65,HM,Hubertus Maas,1,Wurlitzer104b HM
Waldorf,Blofeld,Factory Presets 2012,F066,Yamlitzer,5,,65,,,Keys,6,,66,,,,
Waldorf,Blofeld,Factory Presets 2012,F067,7th Sense,5,,66,,,Poly,6,,67,SK,Unknown (SK),5,7th Sense     SK
Waldorf,Blofeld,Factory Presets 2012,F068,80sFM Analog,5,,67,,,Poly,6,,68,SK,Unknown (SK),2,80sFM Analog  SK
Waldorf,Blofeld,Factory Presets 2012,F069,Aggreppo,5,,68,,,Poly,6,,69,T,Tsching (Holger Steinbrink),7,Aggreppo       T
Waldorf,Blofeld,Factory Presets 2012,F070,Analog Lute,5,,69,,,Poly,6,,70,HS,Howard Scarr,3,Analog Lute   HS
Waldorf,Blofeld,Factory Presets 2012,F071,Analog Quest,5,,70,,,Poly,6,,71,SK,Unknown (SK),2,Analog Quest  SK
Waldorf,Blofeld,Factory Presets 2012,F072,Aphazing,5,,71,,,Poly,6,,72,SK,Unknown (SK),6,Aphazing      SK
Waldorf,Blofeld,Factory Presets 2012,F073,Bell like,5,,72,,,Poly,6,,73,RZ,Unknown (RZ),5,Bell like     RZ
Waldorf,Blofeld,Factory Presets 2012,F074,BestOfThe80s,5,,73,,,Poly,6,,74,T,Tsching (Holger Steinbrink),3,BestOfThe80s   T
Waldorf,Blofeld,Factory Presets 2012,F075,Blakes 7 Str,5,,74,,,Poly,6,,75,AT,Unknown (AT),2,Blakes 7 Str  AT
Waldorf,Blofeld,Factory Presets 2012,F076,B-Lead,5,,75,,,Poly,6,,76,SK,Unknown (SK),8,B-Lead        SK
Waldorf,Blofeld,Factory Presets 2012,F077,Bounty Synth,5,,76,,,Poly,6,,77,,,,
Waldorf,Blofeld,Factory Presets 2012,F078,Brass Comp,5,,77,,,Poly,6,,78,HM,Hubertus Maas,4,Brass Comp    HM
Waldorf,Blofeld,Factory Presets 2012,F079,Brass-lead,5,,78,,,Poly,6,,79,SCD,Something Completely Different (Boele Gerkes),3,Brass-lead   SCD
Waldorf,Blofeld,Factory Presets 2012,F080,Brassy House,5,,79,,,Poly,6,,80,SK,Unknown (SK),2,Brassy House  SK
Waldorf,Blofeld,Factory Presets 2012,F081,Bright Sync,5,,80,,,Poly,6,,81,,,,
Waldorf,Blofeld,Factory Presets 2012,F082,Brownies,5,,81,,,Poly,6,,82,WMF,Wolfram Franke,5,Brownies     WMF
Waldorf,Blofeld,Factory Presets 2012,F083,CareFull,5,,82,,,Poly,6,,83,RZ,Unknown (RZ),6,CareFull      RZ
Waldorf,Blofeld,Factory Presets 2012,F084,Caspoly,5,,83,,,Poly,6,,84,WMF,Wolfram Franke,6,Caspoly      WMF
Waldorf,Blofeld,Factory Presets 2012,F085,Chamber High,5,,84,,,Poly,6,,85,HS,Howard Scarr,2,Chamber High  HS
Waldorf,Blofeld,Factory Presets 2012,F086,Chamber Low,5,,85,,,Poly,6,,86,HS,Howard Scarr,3,Chamber Low   HS
